TOKEN	MORPH	SEG_BME	LABEL
qiwllam	['Qiwlla', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
paariykan	['paari', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
pampachaw	['pampa', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
wachwaqa	['Wachwa', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
quchachawmi	['qucha', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
kawan	['kawa', 'n']	['D', 'M', 'M', 'F', 'U']	['VInt', '3']
ratsakmi	['Ratsak', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
wayi	['wayi']	['D', 'M', 'M', 'F']	['N']
punkunchaw	['punku', 'n', 'chaw']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
kaykan	['ka', 'yka', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', '3']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
nunam	['nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
uushakunata	['uusha', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
rakiykan	['raki', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
rantinanpaq	['ranti', 'na', 'n', 'paq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Ben']
wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
mikunanta	['miku', 'na', 'n', 'ta']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['VTr', 'Pot', 'Poss.3', 'Obj']
ramarishqa	['rama', 'ri', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pct', 'Prf']
patsaman	['patsa', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
manka	['Manka']	['D', 'M', 'M', 'M', 'F']	['N']
ruraqkunam	['rura', 'q', 'kuna', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'U']	['VTr', 'Agt', 'Pl', 'Asrt']
raquta	['raqu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
ashiyan	['ashi', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
rarachawmi	['Rara', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
hachata	['hacha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
walluykaayan	['wallu', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
hirkachawmi	['Hirka', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
rashtaykan	['rashta', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
hirkakunachaw	['Hirka', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
uqshakunam	['uqsha', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
rawraykan	['rawra', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
chakrachawmi	['Chakra', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
rumikuna	['rumi', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
nunakunam	['Nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
rumiyashqa	['rumi', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['N', 'Transf', 'Prf']
tantata	['tanta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikuykan	['miku', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
rumiyashqa	['rumi', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['N', 'Transf', 'Prf']
laqatuta	['laqatu', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tariyashqa	['tari', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pl', 'Prf']
hirkakunachaw	['hirka', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
warmikunaqa	['Warmi', 'kuna', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
ruripanta	['ruripa', 'n', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
tsarirkurmi	['tsari', 'rku', 'r', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Edu', 'Cnv', 'Asrt']
qatswayan	['qatswa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pl', '3']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
sinqasapam	['sinqa', 'sapa', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Augm', 'Asrt']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
nunam	['nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
sira	['sira']	['D', 'M', 'M', 'F']	['N']
qaqllayuq	['qaqlla', 'yuq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Orn']
yanasaami	['Yanasa', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
suqru	['suqru']	['D', 'M', 'M', 'M', 'F']	['ADJ']
markaachawmi	['Marka', 'a', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.1Sg', 'Loc', 'Asrt']
suwayashqa	['suwa', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pl', 'Prf']
waakata	['waaka', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
llulluumi	['Llullu', 'u', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
shamawan	['shama', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
qishyaykan	['qishya', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
shanallatam	['Shana', 'lla', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['N', 'Lim', 'Obj', 'Asrt']
mikuykaayaa	['miku', 'ykaa', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '1']
taytaami	['Tayta', 'a', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
shapranta	['shapra', 'n', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
rutuykan	['rutu', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
shawintuta	['shawintu', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mukuykaayan	['muku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Prog', 'Pl', '3']
shipashkunam	['Shipash', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
armakuykaayan	['arma', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', 'Pl', '3']
mayuchaw	['mayu', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
shullka	['Shullka']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
tsuriimi	['tsuri', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
pukllaykan	['puklla', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
warmim	['Warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
shullurishqa	['shullu', 'ri', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['V', 'Pct', 'Prf']
mantsakuywan	['mantsa', 'ku', 'y', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Inf', 'Com']
raymipaqmi	['Raymi', 'paq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Ben', 'Asrt']
nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
wayinkunata	['wayi', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
shumaqyatsiyan	['shumaq', 'ya', 'tsi', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['ADJ', 'Transf', 'Caus', 'Pl', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
naranhata	['naranha', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
shuquyan	['shuqu', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
taqshashqa	['Taqsha', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
ratashpitam	['ratash', 'pita', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Abl', 'Asrt']
yaku	['yaku']	['D', 'M', 'M', 'F']	['N']
shutuykan	['shutu', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
awkin	['Awkin']	['D', 'M', 'M', 'M', 'F']	['N']
chakinta	['chaki', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
takaykushqa	['taka', 'yku', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Intens', 'Prf']
rumichaw	['rumi', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
machka	['Machka']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
yakuwan	['yaku', 'wan']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
takushqa	['taku', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
tamya	['Tamya']	['D', 'M', 'M', 'M', 'F']	['N']
patsa	['patsa']	['D', 'M', 'M', 'M', 'F']	['N']
chaaramushqanam	['chaa', 'ra', 'mu', 'shqa', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cis', 'Prf', 'Acp', 'Asrt']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
tantata	['tanta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
apayan	['apa', 'ya', 'n']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
pikshankunachaw	['piksha', 'n', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Pl', 'Loc']
nunam	['Nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
millwata	['millwa', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tanun	['tanu', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
pikshanman	['piksha', 'n', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Dat']
qanyanmi	['Qanyan', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
hatun	['hatun']	['D', 'M', 'M', 'M', 'F']	['ADJ']
tapashta	['tapash', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tarirqaa	['tari', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
wayiichaw	['wayi', 'i', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.1Sg', 'Loc']
pishqukunam	['Pishqu', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tawshiyan	['tawshi', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
wallpam	['Wallpa', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tawshipaykan	['tawshi', 'pa', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Exc', 'Prog', '3']
taytaykim	['Tayta', 'yki', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Poss.2', 'Asrt']
qatswaykan	['qatswa', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
mamaykiwan	['mama', 'yki', 'wan']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.2', 'Com']
raymichawmi	['Raymi', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
tinyata	['tinya', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tukakuykaayan	['tuka', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Refl/Mid', 'Prog', 'Pl', '3']
achikaymi	['Achikay', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
wamrakunata	['wamra', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
tipshin	['tipshi', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
awiluumi	['Awilu', 'u', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
tukrunta	['tukru', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
uqrashqa	['uqra', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
qinwa	['Qinwa']	['D', 'M', 'M', 'M', 'F']	['N']
rurinchawmi	['ruri', 'n', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Loc', 'Asrt']
tuku	['tuku']	['D', 'M', 'M', 'F']	['N']
punuykan	['punu', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
tullpachawmi	['Tullpa', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
manka	['manka']	['D', 'M', 'M', 'M', 'F']	['N']
puwaykan	['puwa', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
allqum	['Allqu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
hatun	['hatun']	['D', 'M', 'M', 'M', 'F']	['ADJ']
tulluta	['tullu', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
waqruykan	['waqru', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
qatswaqkunam	['Qatswa', 'q', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'U']	['VInt', 'Agt', 'Pl', 'Asrt']
tumariryan	['tuma', 'ri', 'r', 'yan']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pct', 'Cnv', 'Dist']
qatswakuykaayan	['qatswa', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', 'Prog', 'Pl', '3']
awkinmi	['Awkin', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
maqlluyashqa	['maqllu', 'ya', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['N', 'Transf', 'Prf']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
shipashqa	['shipash', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
turinwanmi	['turi', 'n', 'wan', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Com', 'Asrt']
pukllaykaayan	['puklla', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
nuqakunaqa	['Nuqakuna', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
utsuntinmi	['utsu', 'ntin', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Tot', 'Asrt']
mikuyaa	['miku', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '1']
pukllachawmi	['Puklla', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
wamraata	['wamra', 'a', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Obj']
utsu	['utsu']	['D', 'M', 'M', 'F']	['N']
putunchaw	['putu', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
haytayashqa	['hayta', 'ya', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pl', 'Prf']
ukushmi	['Ukush', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
harata	['hara', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikun	['miku', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
ulita	['uli', 'ta']	['D', 'M', 'F', 'D', 'F']	['ADJ', 'Obj']
rimanmantsu	['rima', 'n', 'man', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', '3', 'Cond', 'Neg']
ullqu	['Ullqu']	['D', 'M', 'M', 'M', 'F']	['N']
tsuriimi	['tsuri', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
pukllaykan	['puklla', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
pukyuchawmi	['Pukyu', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
ultukuna	['ultu', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
upa	['Upa']	['D', 'M', 'F']	['ADJ']
nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
allitsu	['alli', 'tsu']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['ADV', 'Neg']
riman	['rima', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
raymichawqa	['Raymi', 'chaw', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Top']
atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
aswatam	['aswa', 'ta', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
upuyan	['upu', 'ya', 'n']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
nunakuna	['Nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
patsata	['patsa', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
uqtiyan	['uqti', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
uushakunam	['Uusha', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
uqshata	['uqsha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikuykaayan	['miku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
hirkakunachaw	['hirka', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
nuna	['Nuna']	['D', 'M', 'M', 'F']	['N']
uryanta	['urya', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
usharishqa	['usha', 'ri', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pct', 'Prf']
yanasaami	['Yanasa', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
ushqu	['ushqu']	['D', 'M', 'M', 'M', 'F']	['N']
mishita	['mishi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tsarishqa	['tsari', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
taqay	['taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
hirkachaw	['hirka', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
raymipaqmi	['Raymi', 'paq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Ben', 'Asrt']
uushata	['uusha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
pishtaykaayan	['pishta', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
mallim	['Malli', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
ashmankunata	['ashma', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
