	TOKEN	MORPH	SEG_BME	LABEL
2256	achikaymi	['Achikay', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2257	wamrakunata	['wamra', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
2258	tipshin	['tipshi', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
2259	awiluumi	['Awilu', 'u', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2260	tukrunta	['tukru', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2261	uqrashqa	['uqra', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
2262	qinwa	['Qinwa']	['D', 'M', 'M', 'M', 'F']	['N']
2263	rurinchawmi	['ruri', 'n', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Loc', 'Asrt']
2264	tuku	['tuku']	['D', 'M', 'M', 'F']	['N']
2265	punuykan	['punu', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2266	tullpachawmi	['Tullpa', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2267	manka	['manka']	['D', 'M', 'M', 'M', 'F']	['N']
2268	puwaykan	['puwa', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2269	allqum	['Allqu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2270	hatun	['hatun']	['D', 'M', 'M', 'M', 'F']	['ADJ']
2271	tulluta	['tullu', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2272	waqruykan	['waqru', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2273	qatswaqkunam	['Qatswa', 'q', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'U']	['VInt', 'Agt', 'Pl', 'Asrt']
2274	tumariryan	['tuma', 'ri', 'r', 'yan']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pct', 'Cnv', 'Dist']
2275	qatswakuykaayan	['qatswa', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', 'Prog', 'Pl', '3']
2276	awkinmi	['Awkin', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2277	maqlluyashqa	['maqllu', 'ya', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['N', 'Transf', 'Prf']
2278	taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2279	shipashqa	['shipash', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
2280	turinwanmi	['turi', 'n', 'wan', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Com', 'Asrt']
2281	pukllaykaayan	['puklla', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2282	nuqakunaqa	['Nuqakuna', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
2283	papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2284	utsuntinmi	['utsu', 'ntin', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Tot', 'Asrt']
2285	mikuyaa	['miku', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '1']
2286	pukllachawmi	['Puklla', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2287	wamraata	['wamra', 'a', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Obj']
2288	utsu	['utsu']	['D', 'M', 'M', 'F']	['N']
2289	putunchaw	['putu', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
2290	haytayashqa	['hayta', 'ya', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pl', 'Prf']
2291	ukushmi	['Ukush', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2292	harata	['hara', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2293	mikun	['miku', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
2294	wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2295	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
2296	ulita	['uli', 'ta']	['D', 'M', 'F', 'D', 'F']	['ADJ', 'Obj']
2297	rimanmantsu	['rima', 'n', 'man', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', '3', 'Cond', 'Neg']
2298	ullqu	['Ullqu']	['D', 'M', 'M', 'M', 'F']	['N']
2299	tsuriimi	['tsuri', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2300	pukllaykan	['puklla', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2301	pukyuchawmi	['Pukyu', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2302	atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
2303	ultukuna	['ultu', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2304	kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
2305	upa	['Upa']	['D', 'M', 'F']	['ADJ']
2306	nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
2307	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
2308	allitsu	['alli', 'tsu']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['ADV', 'Neg']
2309	riman	['rima', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
2310	raymichawqa	['Raymi', 'chaw', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Top']
2311	atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
2312	aswatam	['aswa', 'ta', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
2313	nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2314	upuyan	['upu', 'ya', 'n']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2315	nunakuna	['Nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2316	patsata	['patsa', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2317	uqtiyan	['uqti', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2318	uushakunam	['Uusha', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2319	uqshata	['uqsha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2320	mikuykaayan	['miku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2321	hirkakunachaw	['hirka', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
2322	nuna	['Nuna']	['D', 'M', 'M', 'F']	['N']
2323	uryanta	['urya', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2324	usharishqa	['usha', 'ri', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pct', 'Prf']
2325	yanasaami	['Yanasa', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2326	ushqu	['ushqu']	['D', 'M', 'M', 'M', 'F']	['N']
2327	mishita	['mishi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2328	tsarishqa	['tsari', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
2329	taqay	['taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2330	hirkachaw	['hirka', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
2331	raymipaqmi	['Raymi', 'paq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Ben', 'Asrt']
2332	uushata	['uusha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2333	pishtaykaayan	['pishta', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2334	mallim	['Malli', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2335	ashmankunata	['ashma', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
2336	mitsiykan	['mitsi', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2337	warmiimi	['Warmi', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2338	ullquta	['ullqu', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2339	wachakushqa	['wacha', 'ku', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Refl/Mid', 'Prf']
2340	chakraami	['Chakra', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2341	atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
2342	papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2343	wachamushqa	['wacha', 'mu', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Cis', 'Prf']
2344	taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2345	quchachawmi	['qucha', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2346	kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
2347	atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
2348	wachwakuna	['wachwa', 'kuna']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2349	wallpakunam	['Wallpa', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2350	harata	['hara', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2351	mikuyan	['miku', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2352	warmikunam	['Warmi', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2353	raymipaqqa	['raymi', 'paq', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Ben', 'Top']
2354	wallqanta	['wallqa', 'n', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2355	churakuyan	['chura', 'ku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', '3']
2356	nunakunam	['Nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2357	qinwata	['qinwa', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2358	walluykaayan	['wallu', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2359	yamtapaq	['yamta', 'paq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Ben']
2360	yanasaawanmi	['Yanasa', 'a', 'wan', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.1Sg', 'Com', 'Asrt']
2361	wanakukunata	['wanaku', 'ku', 'na', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'F']	['VInt', 'Refl/Mid', 'Pot', 'Obj']
2362	rikaakuyaa	['rikaa', 'ku', 'ya', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', '1']
2363	puriqkunam	['Puri', 'q', 'kuna', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'U']	['VInt', 'Agt', 'Pl', 'Asrt']
2364	wankata	['wanka', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2365	rurayan	['rura', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2366	naanikunachaw	['naani', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
2367	wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2368	wanuta	['wanu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2369	ashtaykaayan	['ashta', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2370	chakraman	['chakra', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
2371	wawqiimi	['Wawqi', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2372	pacha	['pacha']	['D', 'M', 'M', 'M', 'F']	['N']
2373	qishyawan	['qishya', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
2374	wanushqa	['wanu', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
2375	atska	['Atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
2376	wanwakunam	['wanwa', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2377	kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
2378	uqukunachaw	['uqu', 'ku', 'na', 'chaw']	['D', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Refl/Mid', 'Pot', 'Loc']
2379	taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2380	warmim	['warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2381	waqaykan	['waqa', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2382	maman	['mama', 'n']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
2383	wanushqa	['wanu', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
2384	kaptin	['ka', 'pti', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Cnv', 'Poss.3']
2385	allqum	['Allqu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2386	tulluta	['tullu', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2387	waqrukuykan	['waqru', 'ku', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', '3']
2388	nunam	['Nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2389	warminta	['warmi', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2390	waqupaykan	['waqu', 'pa', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Exc', 'Prog', '3']
2391	yana	['Yana']	['D', 'M', 'M', 'F']	['ADJ']
2392	waraatam	['wara', 'a', 'ta', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'F', 'U']	['N', 'Poss.1Sg', 'Obj', 'Asrt']
2393	taqshakuykaa	['taqsha', 'ku', 'yka', 'a']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', '1']
2394	pishqukuna	['Pishqu', 'kuna']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2395	waqayan	['waqa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2396	patsa	['patsa']	['D', 'M', 'M', 'M', 'F']	['N']
2397	waraptin	['wara', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['V', 'Cnv', 'Poss.3']
2398	paykunaqa	['Paykuna', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
2399	warka	['warka']	['D', 'M', 'M', 'M', 'F']	['N']
2400	rutuychawmi	['rutu', 'y', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Inf', 'Loc', 'Asrt']
2401	qatswakuykaayan	['qatswa', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', 'Prog', 'Pl', '3']
2402	mishikunam	['Mishi', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2403	wawankunawan	['wawa', 'n', 'kuna', 'wan']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.3', 'Pl', 'Com']
2404	pukllaykaayan	['puklla', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2405	wayi	['wayi']	['D', 'M', 'M', 'F']	['N']
2406	hananchaw	['hana', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
2407	wawqiimi	['Wawqi', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2408	yamtata	['yamta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2409	aylluykan	['ayllu', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2410	hirkachaw	['hirka', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
2411	wayta	['Wayta']	['D', 'M', 'M', 'M', 'F']	['N']
2412	chakrachawmi	['chakra', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2413	waytata	['wayta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2414	aylluykaayan	['ayllu', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2415	pishqukunam	['Pishqu', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2416	waalluta	['waallu', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2417	mantsayan	['mantsa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2418	awiluumi	['Awilu', 'u', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2419	tukrunta	['tukru', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2420	wikapan	['wikapa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
2421	wamrakunaqa	['Wamra', 'kuna', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
2422	rasmi	['ras', 'mi']	['D', 'M', 'F', 'D', 'F']	['ADV', 'Asrt']
2423	wiñaykaayan	['wiña', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Prog', 'Pl', '3']
2424	taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2425	naaniqa	['naani', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
2426	wiqullam	['wiqu', 'lla', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Lim', 'Asrt']
2427	yanasaami	['Yanasa', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2428	wiqru	['wiqru']	['D', 'M', 'M', 'M', 'F']	['ADJ']
2429	yanasaami	['Yanasa', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2430	tita	['tita']	['D', 'M', 'M', 'F']	['ADJ']
2431	wirpayuq	['wirpa', 'yuq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Orn']
2432	wisku	['Wisku']	['D', 'M', 'M', 'M', 'F']	['ADJ']
2433	nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
2434	tukrunllawanmi	['tukru', 'n', 'lla', 'wan', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Lim', 'Com', 'Asrt']
2435	purin	['puri', 'n']	['D', 'M', 'M', 'F', 'U']	['VInt', '3']
2436	wiskurmi	['Wiskur', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2437	wanushqa	['wanu', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
2438	waakata	['waaka', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2439	mikuykan	['miku', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2440	wishim	['Wishi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2441	mamanta	['mama', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2442	chichiykan	['chichi', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2443	wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2444	wishqawan	['wishqa', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
2445	kaykaayan	['ka', 'ykaa', 'ya', 'n']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['AUX', 'Prog', 'Pl', '3']
2446	mishi	['Mishi']	['D', 'M', 'M', 'M', 'F']	['N']
2447	waqaptinqa	['waqa', 'pti', 'n', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Cnv', 'Poss.3', 'Top']
2448	ukushkuna	['ukush', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2449	witiriyanmi	['witi', 'ri', 'ya', 'n', 'mi']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'F']	['VInt', 'Pct', 'Pl', '3', 'Asrt']
2450	wamrakunaqa	['Wamra', 'kuna', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
2451	taytantam	['tayta', 'n', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F', 'U']	['N', 'Poss.3', 'Obj', 'Asrt']
2452	wiyaakuyan	['wiyaa', 'ku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', '3']
2453	nunakunaqa	['Nuna', 'kuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
2454	pintsakunatam	['pintsa', 'kuna', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Pl', 'Obj', 'Asrt']
